语料ID,文本,产品名称,年份,产品ID,情感得分,出现频次,产品热度总分,产品热度,产品类型判断文本,产品类型
餐饮评论-2096,份量 非常 少 非常少 非常少 非常少 尝鲜 单人 餐可 免费 使用 包间,鲜饮时光（高州店）,2019,ID1096,0.05555555555555555,27,81.11111111111111,0.00027275052563855096,餐饮评论-2096 份量 非常 少 非常少 非常少 非常少 尝鲜 单人 餐可 免费 使用 包间,特色餐饮
餐饮评论-1824,回头客 经常 光顾 继续 加油 金桔 柠檬 份 提供 免费,鲜饮时光（高州店）,2019,ID824,0.05555555555555555,27,81.11111111111111,0.00027275052563855096,餐饮评论-1824 回头客 经常 光顾 继续 加油 金桔 柠檬 份 提供 免费,特色餐饮
餐饮评论-1822,奶茶 很大 杯 味道 服务态度 不错 珍珠奶茶 份 提供 免费,鲜饮时光（高州店）,2019,ID822,0.05263157894736842,27,81.10526315789474,0.0002727308608566015,餐饮评论-1822 奶茶 很大 杯 味道 服务态度 不错 珍珠奶茶 份 提供 免费,特色餐饮
餐饮评论-2107,铁板 收费 恶心 环境 一般般 高级 人扒餐 提供 免费,优悦西餐厅（维斯顿店）,2019,ID1107,0.05263157894736842,27,81.10526315789474,0.0002727308608566015,餐饮评论-2107 铁板 收费 恶心 环境 一般般 高级 人扒餐 提供 免费,特色餐饮
餐饮评论-1257,分量 很少 价钱 很贵 双人 餐份 提供 免费,鲜饮时光（高州店）,2018,ID257,0.05,27,81.1,0.000272713162552847,餐饮评论-1257 分量 很少 价钱 很贵 双人 餐份 提供 免费,特色餐饮
餐饮评论-2095,菜品 口味 不怎么样 服务 不怎么样 价格 偏高 招牌 原味 紫菜 卷份 免费 使用 包间,鲜饮时光（高州店）,2019,ID1095,0.047619047619047616,27,81.0952380952381,0.00027269714980183106,餐饮评论-2095 菜品 口味 不怎么样 服务 不怎么样 价格 偏高 招牌 原味 紫菜 卷份 免费 使用 包间,特色餐饮
餐饮评论-1619,价格 公道 合理 味道 不错 超值 寿司 套餐 建议 使用,鲜饮时光（高州店）,2018,ID619,0.043478260869565216,27,81.08695652173913,0.00027266930153919456,餐饮评论-1619 价格 公道 合理 味道 不错 超值 寿司 套餐 建议 使用,特色餐饮
餐饮评论-1107,饮料 挺 柠檬 后面 有点 苦 金桔 柠檬 份 提供 免费,鲜饮时光（高州店）,2018,ID107,0.041666666666666664,27,81.08333333333333,0.00027265711792429114,餐饮评论-1107 饮料 挺 柠檬 后面 有点 苦 金桔 柠檬 份 提供 免费,特色餐饮
餐饮评论-2035,出餐 快点 快点 快点 咯 招牌 原味 紫菜 卷份 免费 使用 包间,鲜饮时光（高州店）,2019,ID1035,0.041666666666666664,27,81.08333333333333,0.00027265711792429114,餐饮评论-2035 出餐 快点 快点 快点 咯 招牌 原味 紫菜 卷份 免费 使用 包间,特色餐饮
餐饮评论-2094,份量 少 价格 高 服务 份量 少 价格 高 服务 尝鲜 单人 餐可 免费 使用 包间,鲜饮时光（高州店）,2019,ID1094,0.038461538461538464,27,81.07692307692308,0.0002726355622979235,餐饮评论-2094 份量 少 价格 高 服务 份量 少 价格 高 服务 尝鲜 单人 餐可 免费 使用 包间,特色餐饮
餐饮评论-1916,朋友 吃 朋友 没点 没 发现 少 元 代金券 张 全场 通用,鲜饮时光（高州店）,2019,ID916,0.038461538461538464,27,81.07692307692308,0.0002726355622979235,餐饮评论-1916 朋友 吃 朋友 没点 没 发现 少 元 代金券 张 全场 通用,特色餐饮
餐饮评论-1105,二楼 环境 不错 个人 觉得 套餐 比较 好吃 比较 合 胃口 总体 不错 超值 寿司 套餐 建议 使用,鲜饮时光（高州店）,2018,ID105,0.034482758620689655,27,81.06896551724138,0.0002726088035893292,餐饮评论-1105 二楼 环境 不错 个人 觉得 套餐 比较 好吃 比较 合 胃口 总体 不错 超值 寿司 套餐 建议 使用,特色餐饮
餐饮评论-1118,一杯 奶茶 粒 鱼蛋 性价比 高 店主 热情 速度 很快 一份 咖喱 鱼蛋 一杯 珍珠奶茶 建议 单人 使用,鲜饮时光（高州店）,2018,ID118,0.03225806451612903,27,81.06451612903226,0.0002725938417307603,餐饮评论-1118 一杯 奶茶 粒 鱼蛋 性价比 高 店主 热情 速度 很快 一份 咖喱 鱼蛋 一杯 珍珠奶茶 建议 单人 使用,特色餐饮
餐饮评论-1823,不错 店家 服务态度 东西 不错 双人 餐份 提供 免费,鲜饮时光（高州店）,2019,ID823,0.0,27,81.0,0.0002723768947815118,餐饮评论-1823 不错 店家 服务态度 东西 不错 双人 餐份 提供 免费,特色餐饮
餐饮评论-1562,腐竹 甜甜的 吃 不惯 不好吃 不错 超值 寿司 套餐 建议 使用,鲜饮时光（高州店）,2018,ID562,0.0,27,81.0,0.0002723768947815118,餐饮评论-1562 腐竹 甜甜的 吃 不惯 不好吃 不错 超值 寿司 套餐 建议 使用,特色餐饮
餐饮评论-1015,很大 油烟味 寿司 很少 超值 寿司 套餐 建议 使用,鲜饮时光（高州店）,2018,ID15,0.0,27,81.0,0.0002723768947815118,餐饮评论-1015 很大 油烟味 寿司 很少 超值 寿司 套餐 建议 使用,特色餐饮
餐饮评论-1908,不错 特惠 双人 寿司 拼盘,鲜饮时光（高州店）,2019,ID908,0.0,27,81.0,0.0002723768947815118,餐饮评论-1908 不错 特惠 双人 寿司 拼盘,特色餐饮
餐饮评论-1226,真的 好吃 喜欢 吃雪媚娘 糯 糯 皮 榴莲 千层 榴莲 雪媚娘 选,鲜滋味蛋糕·季念日生日蛋糕（茂南区店）,2018,ID226,0.22727272727272727,26,78.45454545454545,0.0002638173515111613,餐饮评论-1226 真的 好吃 喜欢 吃雪媚娘 糯 糯 皮 榴莲 千层 榴莲 雪媚娘 选,特色餐饮
餐饮评论-1227,好吃 老板娘 好好 榴莲 千层 榴莲 雪媚娘 选,鲜滋味蛋糕·季念日生日蛋糕（茂南区店）,2018,ID227,0.11764705882352941,26,78.23529411764706,0.00026308007992695043,餐饮评论-1227 好吃 老板娘 好好 榴莲 千层 榴莲 雪媚娘 选,特色餐饮
餐饮评论-1648,雪媚娘 皮 好吃 喜欢 这家 店 榴莲 千层 榴莲 雪媚娘 选,鲜滋味蛋糕·季念日生日蛋糕（茂南区店）,2018,ID648,0.10526315789473684,26,78.21052631578948,0.0002629967937916352,餐饮评论-1648 雪媚娘 皮 好吃 喜欢 这家 店 榴莲 千层 榴莲 雪媚娘 选,特色餐饮
餐饮评论-1160,蛋糕 颜值 高 适合 少女 心 口感 细腻 不错 下次 再订 栗子 蛋糕 约 磅 圆,鲜滋味蛋糕·季念日生日蛋糕（茂南区店）,2018,ID160,0.09375,26,78.1875,0.00026291936371270933,餐饮评论-1160 蛋糕 颜值 高 适合 少女 心 口感 细腻 不错 下次 再订 栗子 蛋糕 约 磅 圆,特色餐饮
餐饮评论-2166,超级 好吃 榴莲 千层 榴莲 雪媚娘 选,鲜滋味蛋糕·季念日生日蛋糕（茂南区店）,2019,ID1166,0.09090909090909091,26,78.18181818181819,0.00026290025758933804,餐饮评论-2166 超级 好吃 榴莲 千层 榴莲 雪媚娘 选,特色餐饮
餐饮评论-1620,好吃 态度 榴莲 千层 榴莲 雪媚娘 选,鲜滋味蛋糕·季念日生日蛋糕（茂南区店）,2018,ID620,0.07142857142857142,26,78.14285714285714,0.00026276924417193467,餐饮评论-1620 好吃 态度 榴莲 千层 榴莲 雪媚娘 选,特色餐饮
餐饮评论-1338,真的 超级 差评 家里人 吃 说 不好吃 我订 栗子 蛋糕 给我发 知道 鬼 蛋糕 建议 推荐 购买 朋友 慎重 栗子 蛋糕 约 磅 圆,鲜滋味蛋糕·季念日生日蛋糕（茂南区店）,2018,ID338,0.0625,26,78.125,0.0002627091963556248,餐饮评论-1338 真的 超级 差评 家里人 吃 说 不好吃 我订 栗子 蛋糕 给我发 知道 鬼 蛋糕 建议 推荐 购买 朋友 慎重 栗子 蛋糕 约 磅 圆,特色餐饮
餐饮评论-1546,泡 芙 一点 不好吃 榴莲 蛋糕 泡夫 份 提供 免费,鲜滋味蛋糕·季念日生日蛋糕（茂南区店）,2018,ID546,0.05555555555555555,26,78.11111111111111,0.00026266249249849494,餐饮评论-1546 泡 芙 一点 不好吃 榴莲 蛋糕 泡夫 份 提供 免费,特色餐饮
餐饮评论-1985,榴莲 雪媚娘 好吃 香味 道 不错 棒棒 哒 榴莲 千层 榴莲 雪媚娘 选,鲜滋味蛋糕·季念日生日蛋糕（茂南区店）,2019,ID985,0.05,26,78.1,0.000262625129412791,餐饮评论-1985 榴莲 雪媚娘 好吃 香味 道 不错 棒棒 哒 榴莲 千层 榴莲 雪媚娘 选,特色餐饮
餐饮评论-1647,价格 优惠 已经 买 几次 奶油 很足 泡夫 份 提供 免费,鲜滋味蛋糕·季念日生日蛋糕（茂南区店）,2018,ID647,0.047619047619047616,26,78.0952380952381,0.0002626091166617751,餐饮评论-1647 价格 优惠 已经 买 几次 奶油 很足 泡夫 份 提供 免费,特色餐饮
餐饮评论-1064,老板娘 态度 熟客 东西 新鲜 好吃 榴莲 千层 榴莲 雪媚娘 选,鲜滋味蛋糕·季念日生日蛋糕（茂南区店）,2018,ID64,0.047619047619047616,26,78.0952380952381,0.0002626091166617751,餐饮评论-1064 老板娘 态度 熟客 东西 新鲜 好吃 榴莲 千层 榴莲 雪媚娘 选,特色餐饮
餐饮评论-1385,好吃 超 喜欢 她家 东西 经常 她家 订 蛋糕 榴莲 千层 榴莲 雪媚娘 选,鲜滋味蛋糕·季念日生日蛋糕（茂南区店）,2018,ID385,0.045454545454545456,26,78.0909090909091,0.00026259455961539694,餐饮评论-1385 好吃 超 喜欢 她家 东西 经常 她家 订 蛋糕 榴莲 千层 榴莲 雪媚娘 选,特色餐饮
餐饮评论-1411,挺 便宜 榴莲 千层 榴莲 雪媚娘 选,鲜滋味蛋糕·季念日生日蛋糕（茂南区店）,2018,ID411,0.043478260869565216,26,78.08695652173913,0.0002625812683991386,餐饮评论-1411 挺 便宜 榴莲 千层 榴莲 雪媚娘 选,特色餐饮
餐饮评论-1012,还好 不算 贵 不算 便宜 榴莲 千层 榴莲 雪媚娘 选,鲜滋味蛋糕·季念日生日蛋糕（茂南区店）,2018,ID12,0.041666666666666664,26,78.08333333333333,0.0002625690847842351,餐饮评论-1012 还好 不算 贵 不算 便宜 榴莲 千层 榴莲 雪媚娘 选,特色餐饮
餐饮评论-1297,好吃 软软 香香的 皮 很薄 入口 满腔 榴莲 味儿 榴莲 千层 榴莲 雪媚娘 选,鲜滋味蛋糕·季念日生日蛋糕（茂南区店）,2018,ID297,0.038461538461538464,26,78.07692307692308,0.0002625475291578675,餐饮评论-1297 好吃 软软 香香的 皮 很薄 入口 满腔 榴莲 味儿 榴莲 千层 榴莲 雪媚娘 选,特色餐饮
餐饮评论-1249,泡 芙 冰 太久 不好吃 买 泡夫 份 提供 免费,鲜滋味蛋糕·季念日生日蛋糕（茂南区店）,2018,ID249,0.038461538461538464,26,78.07692307692308,0.0002625475291578675,餐饮评论-1249 泡 芙 冰 太久 不好吃 买 泡夫 份 提供 免费,特色餐饮
餐饮评论-2130,实惠 蛋糕 很软 非常 好吃 磅 个人 吃 刚刚 栗子 蛋糕 约 磅 圆,鲜滋味蛋糕·季念日生日蛋糕（茂南区店）,2019,ID1130,0.037037037037037035,26,78.07407407407408,0.0002625379488794819,餐饮评论-2130 实惠 蛋糕 很软 非常 好吃 磅 个人 吃 刚刚 栗子 蛋糕 约 磅 圆,特色餐饮
餐饮评论-1131,榴莲 千层 味道 挺 感觉 以前 份量 少 好吃 榴莲 千层 榴莲 雪媚娘 选,鲜滋味蛋糕·季念日生日蛋糕（茂南区店）,2018,ID131,0.03571428571428571,26,78.07142857142857,0.00026252905290669525,餐饮评论-1131 榴莲 千层 味道 挺 感觉 以前 份量 少 好吃 榴莲 千层 榴莲 雪媚娘 选,特色餐饮
餐饮评论-1288,榴莲 肉 丢 丢 满 奶油 比前 一次 买 差 很多 不再 回头 榴莲 千层 榴莲 雪媚娘 选,鲜滋味蛋糕·季念日生日蛋糕（茂南区店）,2018,ID288,0.03333333333333333,26,78.06666666666666,0.00026251304015567926,餐饮评论-1288 榴莲 肉 丢 丢 满 奶油 比前 一次 买 差 很多 不再 回头 榴莲 千层 榴莲 雪媚娘 选,特色餐饮
餐饮评论-1264,没 吃 开来 看看 蛋糕 漂亮 香味 很浓 草莓 坏 放上去 草莓 有点 空心 明显 新鲜 后面 蹭 字数 蛋糕 漂亮 李敏 李敏 看图 作文 兔肉 丢 洗澡 咯二模童 珀金 拒绝 亿无虐 新 恶作剧 亏 今晚 栗子 蛋糕 约 磅 圆,鲜滋味蛋糕·季念日生日蛋糕（茂南区店）,2018,ID264,0.025974025974025976,26,78.05194805194805,0.00026246354619799357,餐饮评论-1264 没 吃 开来 看看 蛋糕 漂亮 香味 很浓 草莓 坏 放上去 草莓 有点 空心 明显 新鲜 后面 蹭 字数 蛋糕 漂亮 李敏 李敏 看图 作文 兔肉 丢 洗澡 咯二模童 珀金 拒绝 亿无虐 新 恶作剧 亏 今晚 栗子 蛋糕 约 磅 圆,特色餐饮
餐饮评论-2015,超爱 榴莲 雪媚娘 榴莲 不多 味道 挺足 吃 多会 腻 每隔 一段时间 吃 嘎嘎 榴莲 千层 榴莲 雪媚娘 选,鲜滋味蛋糕·季念日生日蛋糕（茂南区店）,2019,ID1015,0.0,26,78.0,0.00026228886164145584,餐饮评论-2015 超爱 榴莲 雪媚娘 榴莲 不多 味道 挺足 吃 多会 腻 每隔 一段时间 吃 嘎嘎 榴莲 千层 榴莲 雪媚娘 选,特色餐饮
餐饮评论-1011,榴莲 千层 没什么 榴莲 味 新鲜 那点 榴莲 肉 杂物 黑色 榴莲 千层 榴莲 雪媚娘 选,鲜滋味蛋糕·季念日生日蛋糕（茂南区店）,2018,ID11,0.0,26,78.0,0.00026228886164145584,餐饮评论-1011 榴莲 千层 没什么 榴莲 味 新鲜 那点 榴莲 肉 杂物 黑色 榴莲 千层 榴莲 雪媚娘 选,特色餐饮
餐饮评论-1022,好吃 磅 送货 刀碎 应该 压坏 栗子 蛋糕 约 磅 圆,鲜滋味蛋糕·季念日生日蛋糕（茂南区店）,2018,ID22,0.0,26,78.0,0.00026228886164145584,餐饮评论-1022 好吃 磅 送货 刀碎 应该 压坏 栗子 蛋糕 约 磅 圆,特色餐饮
餐饮评论-1412,挺好吃 滴 尝尝 榴莲 千层 榴莲 雪媚娘 选,鲜滋味蛋糕·季念日生日蛋糕（茂南区店）,2018,ID412,0.0,26,78.0,0.00026228886164145584,餐饮评论-1412 挺好吃 滴 尝尝 榴莲 千层 榴莲 雪媚娘 选,特色餐饮
餐饮评论-1479,榴莲 一点点 一点点 奶油 很多 没有 榴莲 蛋糕 好吃 榴莲 千层 榴莲 雪媚娘 选,鲜滋味蛋糕·季念日生日蛋糕（茂南区店）,2018,ID479,-0.045454545454545456,26,77.9090909090909,0.00026198316366751474,餐饮评论-1479 榴莲 一点点 一点点 奶油 很多 没有 榴莲 蛋糕 好吃 榴莲 千层 榴莲 雪媚娘 选,特色餐饮
餐饮评论-1180,男 老板 不行 态度 不佳 小气泡 夫份 提供 免费,鲜滋味蛋糕·季念日生日蛋糕（茂南区店）,2018,ID180,-0.05555555555555555,26,77.88888888888889,0.0002619152307844167,餐饮评论-1180 男 老板 不行 态度 不佳 小气泡 夫份 提供 免费,特色餐饮
景区评论-1001,超级 美 冬天 白日 里 舒服,中国第一滩旅游度假区,2018,ID8078,0.2222222222222222,23,69.44444444444444,0.00023351928564944427,景区评论-1001 超级 美 冬天 白日 里 舒服,景区
景区评论-1476,性价比 超高 免费 好玩 主要 玩 开心,中国第一滩旅游度假区,2019,ID8553,0.13333333333333333,23,69.26666666666667,0.0002329214762781817,景区评论-1476 性价比 超高 免费 好玩 主要 玩 开心,景区
景区评论-1467,性价比 特别 高 好去处 门票 免费 吃 不贵 主要 好玩,中国第一滩旅游度假区,2019,ID8544,0.11764705882352941,23,69.23529411764706,0.00023281598050678241,景区评论-1467 性价比 特别 高 好去处 门票 免费 吃 不贵 主要 好玩,景区
景区评论-1501,名字 水质,中国第一滩旅游度假区,2019,ID8578,0.1,23,69.2,0.00023269729776395824,景区评论-1501 名字 水质,景区
景区评论-1442,第一次 感觉 环境 非常 特别 要说 说 酒店 里 林淑荣 前台 做事 非常 认真 耐心 对人 非常 热情 真 希望 明年 遇到 林淑荣 小姐 前台 服务,中国第一滩旅游度假区,2019,ID8519,0.08888888888888889,23,69.17777777777778,0.00023262257159255043,景区评论-1442 第一次 感觉 环境 非常 特别 要说 说 酒店 里 林淑荣 前台 做事 非常 认真 耐心 对人 非常 热情 真 希望 明年 遇到 林淑荣 小姐 前台 服务,景区
景区评论-1377,暑假 有空 带 小孩 游玩 挺不错 选择 海水 算 清澈 海边 玩 泥沙 玩水 挺不错 注意 防晒 免费,中国第一滩旅游度假区,2019,ID8454,0.08108108108108109,23,69.16216216216216,0.00023257006130993952,景区评论-1377 暑假 有空 带 小孩 游玩 挺不错 选择 海水 算 清澈 海边 玩 泥沙 玩水 挺不错 注意 防晒 免费,景区
景区评论-1369,海 不差 突出 海 免费 还好,中国第一滩旅游度假区,2019,ID8446,0.07142857142857142,23,69.14285714285714,0.00023250514475176668,景区评论-1369 海 不差 突出 海 免费 还好,景区
景区评论-1450,一个 城市 里 河有海 发呆 瞬间 喜欢 城市 今天 走 城市 一小 角 呲 牙 茂名 一个 进入 城市 海而 增加 不少 乐趣,中国第一滩旅游度假区,2019,ID8527,0.07142857142857142,23,69.14285714285714,0.00023250514475176668,景区评论-1450 一个 城市 里 河有海 发呆 瞬间 喜欢 城市 今天 走 城市 一小 角 呲 牙 茂名 一个 进入 城市 海而 增加 不少 乐趣,景区
景区评论-1415,东方 夏威夷 说 称为 做 中国 第一 滩 沙质 洁白 细软 宽阔 平缓 沙滩 沙滩 外侧 连续不断 宽达米 沿海 防护林带 蓝天白云 洁白 沙滩 映衬 葱绿 林带 国内 少见 度假区 举办 过多届 世界 全国 女子 沙滩 排球赛 国内外 享有 高 声誉 社会 形象 良好 享受 日光浴 海水浴 棒棒 哒,中国第一滩旅游度假区,2019,ID8492,0.056179775280898875,23,69.11235955056179,0.00023240259117784422,景区评论-1415 东方 夏威夷 说 称为 做 中国 第一 滩 沙质 洁白 细软 宽阔 平缓 沙滩 沙滩 外侧 连续不断 宽达米 沿海 防护林带 蓝天白云 洁白 沙滩 映衬 葱绿 林带 国内 少见 度假区 举办 过多届 世界 全国 女子 沙滩 排球赛 国内外 享有 高 声誉 社会 形象 良好 享受 日光浴 海水浴 棒棒 哒,景区
景区评论-1444,沙滩 本地人 爱 免费 周边 大排档 海鲜 味道 不错,中国第一滩旅游度假区,2019,ID8521,0.05263157894736842,23,69.10526315789474,0.00023237872829637754,景区评论-1444 沙滩 本地人 爱 免费 周边 大排档 海鲜 味道 不错,景区
景区评论-1421,悠闲 放松 地方 便宜 地道 海鲜 记得 点 墨鱼 饼生 蚝 炸 好吃 海鲜 原汁原味 即可 住 酒店 不算 贵 选择 海景房 看看 浩瀚无垠 大海 晚上 听 海浪 早上 早起 海边 走走 享受 一片 寂静,中国第一滩旅游度假区,2019,ID8498,0.04838709677419355,23,69.09677419354838,0.00023235018264516062,景区评论-1421 悠闲 放松 地方 便宜 地道 海鲜 记得 点 墨鱼 饼生 蚝 炸 好吃 海鲜 原汁原味 即可 住 酒店 不算 贵 选择 海景房 看看 浩瀚无垠 大海 晚上 听 海浪 早上 早起 海边 走走 享受 一片 寂静,景区
景区评论-1185,茂名 玩 夏天 肯定 茂名 第一 滩 游游 海水 踏踏 海浪 海边 漫步 节目 娱乐 项目 不少 玩累 饿 肯定 吃海鲜 周边 海鲜 大排挡 随便 选 一家 美味 价格 不算 高 天价 海鲜 茂名,中国第一滩旅游度假区,2018,ID8262,0.046875,23,69.09375,0.0002323400132569146,景区评论-1185 茂名 玩 夏天 肯定 茂名 第一 滩 游游 海水 踏踏 海浪 海边 漫步 节目 娱乐 项目 不少 玩累 饿 肯定 吃海鲜 周边 海鲜 大排挡 随便 选 一家 美味 价格 不算 高 天价 海鲜 茂名,景区
景区评论-1337,去过 北方 海滩 会 觉得 南方 海滩 天堂 沙子 细腻 硌 脚 第一 滩 算 挺 干净 垃圾 海水 挺 清澈 沙滩 走 几公里 浪 不大 适宜 游泳,中国第一滩旅游度假区,2019,ID8414,0.0425531914893617,23,69.08510638297872,0.0002323109475585944,景区评论-1337 去过 北方 海滩 会 觉得 南方 海滩 天堂 沙子 细腻 硌 脚 第一 滩 算 挺 干净 垃圾 海水 挺 清澈 沙滩 走 几公里 浪 不大 适宜 游泳,景区
景区评论-1182,年 暑假 全家 沙子 细 沙滩 很平 很长 超爽 早晨 人少 沙滩 漫步 孩子 喜欢 附近 海鲜 新鲜 价格 不贵过 海鲜 瘾 老婆 早就 想 吃螃蟹,中国第一滩旅游度假区,2018,ID8259,0.0392156862745098,23,69.07843137254902,0.00023228850164978604,景区评论-1182 年 暑假 全家 沙子 细 沙滩 很平 很长 超爽 早晨 人少 沙滩 漫步 孩子 喜欢 附近 海鲜 新鲜 价格 不贵过 海鲜 瘾 老婆 早就 想 吃螃蟹,景区
景区评论-1172,从小 就常到 玩 工作 原因 久违 海滩 今天 培训 吃晚饭 有空 沙滩 走走 吃完饭 天黑 只能 海边 走 舒服 心情 放松 值得 玩,中国第一滩旅游度假区,2018,ID8249,0.03773584905660377,23,69.0754716981132,0.00023227854921852194,景区评论-1172 从小 就常到 玩 工作 原因 久违 海滩 今天 培训 吃晚饭 有空 沙滩 走走 吃完饭 天黑 只能 海边 走 舒服 心情 放松 值得 玩,景区
景区评论-1232,中国 第一 滩 沙滩 宽阔 平缓 沙质 洁白 细软 沙滩 长 达 公里 沙滩 外侧 连续不断 宽达米 沿海 防护林带 更是 一道 独特 风景 蓝天白云 洁白 沙滩 映衬 葱绿 林带 漫步 沙滩 之上 蓝天 碧海 令人 流连忘返,中国第一滩旅游度假区,2018,ID8309,0.03333333333333333,23,69.06666666666666,0.0002322489407355113,景区评论-1232 中国 第一 滩 沙滩 宽阔 平缓 沙质 洁白 细软 沙滩 长 达 公里 沙滩 外侧 连续不断 宽达米 沿海 防护林带 更是 一道 独特 风景 蓝天白云 洁白 沙滩 映衬 葱绿 林带 漫步 沙滩 之上 蓝天 碧海 令人 流连忘返,景区
景区评论-1181,附近 景点 浪漫 海岸 放鸡 岛上 海鲜 普遍 贵 整 一条 海岸线 差不多 景色 两个 景区 开发 比较 特意 广州 茂名 第一 滩 想 吃 吃海鲜 外 想 看看 风土人情 住 观海 楼 酒店 酒店 不算 太好 近 海边 一览 周边 风景 第一 滩 附近 没有 好玩 地方 开车 远 地方 商业街 两天 时间 酒店 里 楼下 一家 虾 爱上 蟹 海鲜 餐厅 装修 停车场 外面 高档 吃 算 实惠 东西 不算 贵 贪图 方便 下楼 吃 不用 走太远 不想 下楼 外卖 送上来,中国第一滩旅游度假区,2018,ID8258,0.030120481927710843,23,69.06024096385542,0.0002322273331678753,景区评论-1181 附近 景点 浪漫 海岸 放鸡 岛上 海鲜 普遍 贵 整 一条 海岸线 差不多 景色 两个 景区 开发 比较 特意 广州 茂名 第一 滩 想 吃 吃海鲜 外 想 看看 风土人情 住 观海 楼 酒店 酒店 不算 太好 近 海边 一览 周边 风景 第一 滩 附近 没有 好玩 地方 开车 远 地方 商业街 两天 时间 酒店 里 楼下 一家 虾 爱上 蟹 海鲜 餐厅 装修 停车场 外面 高档 吃 算 实惠 东西 不算 贵 贪图 方便 下楼 吃 不用 走太远 不想 下楼 外卖 送上来,景区
景区评论-1088,朋友 过来 几天 住 酒店 沙滩 海 天气 天气 感觉 整个 景点 天气 不好 海水 浑浊 特别 注意 沙滩 卖 海鲜 大妈 死 新鲜 骗 称 好些 地方 低消 景区 理解 上面 海鲜 大排档 海鲜 换 不够 称称 直接 放 我要 不要 有点 强制 消费 后来 酒店 楼下 看到 一家 酒店 前台 推荐 说 一群 年轻人 开 朋友 试了试 菜 味道 分量 足 主要 服务 卫生 看到 门口 放着 免费 茶水 这点 不错 后来 几天 家 吃 虾 爱上 蟹 试试 价格比 海鲜 街 贵 一点点 一分钱一 份货 愿意 这家 吃 毕竟 放心 卫生 年轻人 不会 偷奸耍滑 推荐 天气 吹 海风 真的 感觉,中国第一滩旅游度假区,2018,ID8165,0.027522935779816515,23,69.05504587155963,0.00023220986374679345,景区评论-1088 朋友 过来 几天 住 酒店 沙滩 海 天气 天气 感觉 整个 景点 天气 不好 海水 浑浊 特别 注意 沙滩 卖 海鲜 大妈 死 新鲜 骗 称 好些 地方 低消 景区 理解 上面 海鲜 大排档 海鲜 换 不够 称称 直接 放 我要 不要 有点 强制 消费 后来 酒店 楼下 看到 一家 酒店 前台 推荐 说 一群 年轻人 开 朋友 试了试 菜 味道 分量 足 主要 服务 卫生 看到 门口 放着 免费 茶水 这点 不错 后来 几天 家 吃 虾 爱上 蟹 试试 价格比 海鲜 街 贵 一点点 一分钱一 份货 愿意 这家 吃 毕竟 放心 卫生 年轻人 不会 偷奸耍滑 推荐 天气 吹 海风 真的 感觉,景区
景区评论-1158,吃 海鲜 餐 朋友 说起 海滩 看看 号称 第一 滩 不错 面朝 南海 远处 一望无际 海 蓝蓝的 近处 一大排 遮阳伞 好多 游人 海边 沙滩 尽情 玩耍 浪打 过来 时 感觉 嗨 翻,中国第一滩旅游度假区,2018,ID8235,0.019230769230769232,23,69.03846153846153,0.00023215409597949368,景区评论-1158 吃 海鲜 餐 朋友 说起 海滩 看看 号称 第一 滩 不错 面朝 南海 远处 一望无际 海 蓝蓝的 近处 一大排 遮阳伞 好多 游人 海边 沙滩 尽情 玩耍 浪打 过来 时 感觉 嗨 翻,景区
景区评论-1219,小心 大妈 海鲜 千万别 买 上当 停车费 贵 三十 一辆 可能 外地 车 原因 写 写 小时 拾元,中国第一滩旅游度假区,2018,ID8296,0.0,23,69.0,0.00023202476222128785,景区评论-1219 小心 大妈 海鲜 千万别 买 上当 停车费 贵 三十 一辆 可能 外地 车 原因 写 写 小时 拾元,景区
景区评论-1483,第一次 海边 玩 第一 感觉 挺 会 拍照 美,中国第一滩旅游度假区,2019,ID8560,0.0,23,69.0,0.00023202476222128785,景区评论-1483 第一次 海边 玩 第一 感觉 挺 会 拍照 美,景区
